CustomerID,Age,Gender,Income Level,LoyaltyMember,ZipCode
C08073,19,Male,High,No,15085
C08074,53,Female,Medium,Yes,13026
C08075,60,Female,Medium,Yes,52467
C08076,29,Male,High,No,47719
C08078,60,Male,High,Yes,90195
C08080,53,Female,High,Yes,76631
C08081,64,Male,Medium,Yes,28600
C08082,41,Male,High,Yes,14053
C08083,64,Male,High,No,27729
C08085,28,Female,High,No,37629
C08086,32,Male,Low,No,83402
C08087,49,Female,Low,No,92156
C08088,63,Female,Low,Yes,9194
C08089,19,Male,Low,Yes,52774
C08090,41,Female,Low,No,24091
C08091,67,Male,Medium,Yes,96000
C08092,30,Female,High,Yes,9502
C08093,28,Female,High,No,77066
C08094,31,Male,High,Yes,64944
C08095,58,Male,Low,Yes,23458
C08096,62,Female,Low,Yes,50165
C08097,57,Male,Low,No,58204
C08098,50,Female,Medium,No,63211
C08099,69,Male,High,Yes,62640
C08100,58,Male,High,No,3436
C08101,45,Male,High,Yes,87370
C08102,19,Male,Low,Yes,59620
C08103,23,Male,Medium,No,76429
C08104,54,Female,High,No,25689
C08105,60,Female,Low,No,96702
C08106,49,Male,Medium,Yes,73311
C08107,62,Male,Medium,No,26124
C08108,58,Female,High,Yes,73734
C08109,36,Female,High,No,24329
C08110,39,Female,Low,No,8374
C08111,47,Female,Low,Yes,88851
C08112,30,Male,Low,No,56471
C08113,25,Female,Medium,Yes,89640
C08114,24,Female,High,Yes,49011
C08115,35,Female,Medium,Yes,14242
C08116,57,Male,Medium,No,58174
C08117,19,Female,Low,Yes,31437
C08118,45,Male,Low,Yes,39868
C08119,29,Male,Low,Yes,33398
C08120,50,Male,High,Yes,69655
C08121,44,Female,High,Yes,31872
C08122,50,Female,Low,No,8291
C08123,59,Female,High,No,98556
C08124,54,Female,Medium,No,53353
C08125,25,Male,Medium,No,38460
C08126,43,Male,High,No,81719
C08127,61,Male,Low,Yes,31789
C08128,58,Male,Low,No,32075
C08129,59,Male,Medium,Yes,3759
C08130,19,Female,Medium,Yes,69245
C08131,25,Female,Medium,No,88847
C08132,34,Female,Low,No,85263
C08133,41,Male,Low,Yes,90270
C08134,41,Male,Low,No,88988
C08136,28,Female,Medium,No,32528
C08137,26,Female,Low,Yes,71392
C08138,61,Female,Medium,Yes,62813
C08139,24,Female,Medium,No,48679
C08140,38,Male,Medium,Yes,75354
C08141,49,Male,Low,Yes,53615
C08142,37,Female,Low,Yes,70970
C08143,68,Male,High,No,93768
C08144,43,Male,Medium,No,38000
C08145,24,Female,High,No,70596
C08146,21,Female,Medium,No,69769
C08147,26,Female,Low,No,20456
C08148,27,Male,Medium,Yes,53178
C08149,58,Female,Low,No,46693
C08150,43,Female,High,Yes,28194
C08151,34,Male,Low,Yes,22787
C08152,65,Male,Medium,Yes,29486
C08153,32,Female,Medium,Yes,62463
C08154,68,Male,High,Yes,1035
C08155,54,Female,High,No,46601
C08156,42,Male,High,Yes,55472
C08157,46,Male,Low,No,35113
C08158,25,Female,High,Yes,64414
C08160,29,Male,High,No,39396
C08161,32,Male,Low,Yes,15698
C08162,38,Male,Low,No,83552
C08163,23,Male,High,No,51044
C08165,29,Male,Low,Yes,16180
C08166,22,Female,High,Yes,27677
C08167,20,Male,Medium,No,10985
C08168,32,Female,Medium,No,38519
C08169,24,Female,High,Yes,86040
C08170,61,Female,Medium,Yes,10070
C08171,69,Female,Low,Yes,88580
C08172,31,Female,Medium,Yes,59242
C08173,59,Male,Low,No,10406
C08174,59,Male,Medium,No,27047
C08175,32,Female,Low,Yes,60897
C08176,41,Female,High,No,20505
C08177,36,Male,High,Yes,87484
C08178,58,Male,Medium,No,43970
C08179,33,Male,High,Yes,56701
C08180,55,Female,High,No,26205
C08181,40,Male,Medium,Yes,14841
C08182,55,Female,Medium,No,55061
C08183,34,Male,Low,No,32286
C08184,52,Female,High,Yes,38680
C08185,38,Female,Low,Yes,8639
C08186,24,Male,Low,Yes,93286
C08189,45,Male,Medium,Yes,48864
C08190,58,Female,High,No,16649
C08191,23,Male,Medium,No,34781
C08192,66,Male,High,No,68174
C08193,56,Female,High,No,10183
C08194,33,Female,Medium,No,20593
C08195,53,Female,Low,Yes,5036
C08196,65,Male,High,No,34610
C08197,69,Male,Low,No,72326
C08198,54,Female,Low,Yes,71978
C08199,39,Male,High,Yes,95482
C08202,55,Female,Medium,Yes,23491
C08203,40,Female,Low,Yes,60565
C08204,30,Male,High,No,10038
C08205,52,Female,Low,Yes,98576
C08206,66,Male,Medium,No,57587
C08207,55,Female,Medium,No,69956
C08208,29,Female,High,No,29817
C08209,64,Male,High,Yes,55941
C08210,52,Female,Low,No,14619
C08211,52,Male,High,Yes,51241
C08212,61,Female,Medium,No,56696
C08215,50,Male,Low,Yes,93994
C08216,53,Male,Low,Yes,98285
C08217,62,Female,High,Yes,88574
C08218,25,Female,Medium,Yes,49776
C08222,27,Female,High,Yes,94358
C08223,57,Male,High,Yes,91299
C08224,33,Female,Medium,Yes,68996
C08225,35,Male,Medium,No,31201
C08226,18,Male,Medium,No,54091
C08227,61,Female,Medium,Yes,34161
C08228,20,Female,Medium,No,5025
C08229,37,Male,Medium,No,31047
C08230,40,Male,Low,No,57882
C08231,53,Female,Medium,Yes,65544
C08232,29,Male,High,Yes,58441
C08233,41,Female,Low,Yes,93559
C08234,62,Male,Low,Yes,85788
C08235,23,Female,High,Yes,19678
C08236,25,Female,High,No,47327
C08237,68,Male,Low,Yes,48968
C08238,27,Female,Low,Yes,37910
C08239,56,Male,High,No,77888
C08240,62,Male,Low,Yes,9360
C08241,23,Female,High,No,16242
C08242,25,Male,High,No,90494
C08243,36,Female,Medium,No,82212
C08244,46,Female,High,No,33767
C08245,47,Male,Medium,Yes,8438
C08246,45,Female,High,No,41184
C08247,22,Male,Medium,No,88631
C08248,49,Male,Medium,No,5826
C08249,25,Male,Medium,Yes,20765
C08250,61,Female,High,Yes,77800
C08251,48,Male,Medium,No,4281
C08252,24,Female,Low,No,57072
C08253,42,Male,Low,Yes,82578
C08254,22,Male,High,Yes,49957
C08255,43,Female,Medium,No,42806
C08256,39,Female,Low,Yes,22509
C08257,55,Female,Medium,Yes,44418
C08258,55,Female,Low,No,66314
C08260,36,Male,High,No,82014
C08261,26,Male,Medium,No,47923
C08262,53,Female,High,No,48200
C08263,22,Female,High,No,1983
C08265,37,Female,Medium,Yes,70313
C08266,59,Female,High,Yes,82993
C08267,58,Female,High,Yes,35110
C08268,61,Male,Medium,Yes,6312
C08269,69,Female,High,No,83711
C08270,40,Male,High,No,66112
C08271,27,Female,High,Yes,54315
C08272,21,Male,Low,No,51815
C08273,32,Female,High,No,5999
C08274,23,Male,Low,No,44497
C08277,57,Male,High,No,82708
C08278,19,Female,Low,No,34565
C08279,57,Male,High,Yes,16641
C08280,28,Male,Low,No,25884
C08281,69,Female,High,No,63232
C08282,47,Male,High,No,50820
C08283,33,Male,High,Yes,55491
C08284,50,Male,Medium,No,36278
C08286,51,Male,Low,Yes,42762
C08287,55,Male,High,Yes,4916
C08288,25,Female,Low,Yes,88381
C08289,27,Female,High,Yes,98939
C08291,23,Male,Low,No,32378
C08293,55,Male,Medium,No,72713
C08294,49,Male,Low,No,47960
C08295,45,Male,Medium,No,67967
C08296,47,Female,High,No,96976
C08298,43,Female,High,Yes,59503
C08299,53,Female,Low,No,17009
C08300,28,Male,Medium,Yes,26968
C08301,48,Female,High,No,67768
C08302,60,Male,Low,No,1873
C08303,27,Female,High,Yes,40396
C08304,28,Male,Medium,Yes,9483
C08305,44,Male,High,Yes,60074
C08306,65,Male,Low,No,32730
C08307,36,Female,High,Yes,9801
C08308,53,Female,High,Yes,25729
C08309,63,Male,Low,Yes,65952
C08310,55,Male,High,Yes,746
C08311,44,Male,Low,Yes,77455
C08312,67,Male,High,Yes,51256
C08313,43,Male,Medium,Yes,84330
C08314,43,Male,High,No,12603
C08315,69,Male,Medium,No,58956
C08316,22,Female,High,Yes,33827
C08317,24,Female,Low,No,7263
C08318,42,Female,High,No,7392
C08319,23,Male,High,Yes,67357
C08320,57,Male,High,Yes,29776
C08321,35,Male,High,Yes,1931
C08323,68,Female,Low,No,97423
C08324,37,Male,Low,No,72869
C08325,51,Male,High,Yes,78437
C08326,35,Male,High,No,66549
C08329,24,Female,High,Yes,2146
C08330,68,Male,Medium,Yes,12797
C08331,58,Male,High,No,10592
C08332,65,Female,High,No,85316
C08333,22,Male,Medium,No,31124
C08334,24,Male,High,No,25199
C08335,47,Male,Low,No,62850
C08336,43,Male,Medium,No,68312
C08337,46,Male,Medium,No,27111
C08338,48,Male,High,Yes,63016
C08339,38,Male,Low,No,36570
C08340,32,Male,High,Yes,18872
C08341,41,Female,Medium,No,35162
C08342,39,Female,Medium,Yes,30790
C08343,41,Male,Low,Yes,56575
C08344,40,Male,Medium,Yes,77735
C08345,58,Male,Medium,No,44785
C08346,64,Female,Low,Yes,23644
C08347,32,Female,High,Yes,52430
C08350,69,Female,Medium,Yes,77439
C08351,69,Male,Low,No,95531
C08352,52,Female,High,No,50943
C08353,33,Female,Low,No,60653
C08354,44,Female,Low,No,54226
C08355,41,Male,High,No,21932
C08356,52,Female,Medium,Yes,85804
C08357,20,Female,High,Yes,917
C08358,39,Female,Medium,Yes,20484
C08359,55,Female,High,No,22489
C08360,61,Female,Low,No,71540
C08362,68,Male,Medium,No,51164
C08363,19,Male,Medium,No,63733
C08364,65,Male,Medium,Yes,39160
C08365,25,Male,High,No,64888
C08366,18,Female,Medium,Yes,81111
C08367,20,Female,High,No,46632
C08368,67,Female,Low,No,47916
C08369,30,Female,Medium,Yes,74535
C08370,21,Male,Medium,No,95063
C08371,20,Female,Low,Yes,19568
C08372,40,Male,Low,No,51881
C08373,41,Male,Low,Yes,31706
C08374,36,Female,Low,Yes,88759
C08375,46,Female,Medium,No,61725
C08376,44,Male,Low,No,65535
C08377,36,Male,High,Yes,71870
C08378,58,Female,High,No,24842
C08379,54,Male,High,No,57644
C08380,57,Female,Low,No,49360
C08381,49,Female,Low,No,92160
C08382,45,Male,Medium,Yes,33340
C08383,34,Female,Low,No,90893
C08384,43,Female,Low,Yes,78341
C08386,19,Female,Low,Yes,14778
C08388,22,Female,Low,No,3234
C08389,22,Male,Low,Yes,67847
C08390,22,Male,High,Yes,82969
C08391,56,Female,Low,Yes,26930
C08392,44,Female,Medium,Yes,38398
C08393,52,Male,Low,No,39839
C08394,23,Female,Low,No,42053
C08395,65,Male,High,Yes,92396
C08396,29,Male,Medium,No,82147
C08397,20,Female,Medium,Yes,23485
C08398,35,Male,High,Yes,93260
C08399,51,Female,Low,No,68979
C08400,20,Female,High,No,82050
C08401,44,Male,High,Yes,94311
C08402,60,Male,Low,Yes,92888
C08403,29,Male,High,Yes,88232
C08404,58,Female,Medium,No,29481
C08406,37,Male,Medium,No,13903
C08408,52,Female,Medium,No,48104
C08410,35,Male,Low,No,6922
C08411,46,Male,Low,Yes,3270
C08412,41,Female,Low,Yes,80748
C08413,35,Female,Low,No,11047
C08414,59,Female,Low,No,63324
C08415,55,Male,Medium,No,81632
C08416,54,Male,High,Yes,73910
C08417,54,Male,High,No,41178
C08418,27,Male,Low,No,33456
C08419,52,Female,High,No,96971
C08420,62,Female,High,No,15019
C08421,54,Male,Low,Yes,53046
C08422,53,Female,High,Yes,41260
C08423,60,Male,Low,No,37709
C08424,47,Male,Medium,No,28792
C08425,45,Female,Medium,No,29665
C08426,37,Male,High,Yes,74659
C08427,19,Female,Low,No,49502
C08428,22,Female,Medium,Yes,97405
C08429,28,Male,Low,Yes,67156
C08430,20,Female,Low,No,86238
C08431,32,Female,Low,No,27765
C08432,43,Female,Medium,No,63337
C08433,67,Male,High,No,36355
C08434,50,Female,High,Yes,46827
C08435,68,Female,Medium,Yes,3305
C08436,55,Male,Low,No,86516
C08437,50,Female,Low,No,61881
C08438,45,Female,Low,No,31880
C08439,65,Female,Medium,No,79219
C08440,38,Male,High,Yes,78812
C08441,55,Male,Medium,Yes,78618
C08442,22,Male,Medium,Yes,24762
C08443,29,Male,Medium,No,59171
C08444,56,Female,Low,No,16120
C08445,69,Female,Medium,Yes,40375
C08446,67,Male,Low,Yes,36347
C08447,60,Female,High,No,36946
C08448,26,Female,High,Yes,37217
C08449,26,Female,Low,No,59296
C08450,46,Female,High,No,84660
C08451,60,Female,Medium,No,53362
C08452,45,Female,Medium,Yes,57037
C08453,26,Male,Low,Yes,26415
C08454,68,Female,High,Yes,47202
C08455,68,Male,Low,Yes,18615
C08456,63,Male,Medium,Yes,91145
C08457,46,Female,Medium,Yes,62561
C08458,19,Male,Low,No,16703
C08459,63,Male,Medium,Yes,10575
C08461,41,Female,High,No,83875
C08462,59,Female,Low,No,29502
C08463,25,Male,Medium,No,32749
C08464,28,Male,Medium,Yes,6301
C08465,34,Female,High,Yes,28937
C08466,48,Female,High,No,49398
C08467,62,Male,Low,Yes,14953
C08468,27,Female,Low,Yes,90942
C08469,44,Male,High,Yes,81259
C08470,65,Female,Medium,Yes,81793
C08471,59,Male,Medium,No,30758
C08473,22,Female,Medium,No,74051
C08475,25,Female,Low,No,10245
C08476,35,Female,Medium,Yes,81187
C08477,48,Female,Medium,No,80903
C08478,52,Female,Medium,No,20561
C08479,52,Male,High,Yes,3073
C08480,18,Male,High,Yes,80197
C08481,45,Male,Medium,No,12091
C08482,57,Male,High,Yes,53167
C08483,45,Male,High,No,1956
C08485,59,Male,Medium,Yes,38498
C08487,55,Female,High,Yes,46747
C08488,38,Male,Low,No,22717
C08490,45,Male,High,No,55955
C08491,69,Male,High,No,40926
C08495,18,Female,Medium,Yes,95170
C08496,51,Male,Medium,Yes,30137
C08497,42,Female,Medium,Yes,71552
C08498,41,Female,Medium,No,84348
C08499,37,Male,Medium,No,88613
C08500,28,Female,Medium,No,99547
C08501,18,Male,High,No,21714
C08502,32,Female,High,Yes,97815
C08503,62,Female,High,Yes,29834
C08504,28,Female,Medium,No,75473
C08505,35,Male,High,Yes,7591
C08506,46,Female,Medium,Yes,69100
C08507,57,Male,Low,Yes,89068
C08508,66,Male,High,No,92762
C08509,68,Female,Medium,No,34461
C08510,59,Female,High,No,57411
C08511,55,Male,High,No,51283
C08513,65,Female,Medium,No,43912
C08514,18,Male,Low,Yes,60822
C08516,68,Male,High,Yes,87342
C08517,46,Female,High,Yes,59392
C08518,43,Female,Low,No,53588
C08519,45,Female,Low,Yes,47033
C08520,23,Male,Low,No,47425
C08521,28,Male,High,Yes,83793
C08522,20,Male,Low,No,87219
C08523,64,Female,Medium,Yes,54762
C08524,32,Male,Medium,No,21262
C08525,23,Female,High,No,33912
C08526,57,Female,High,No,87546
C08527,36,Male,Medium,No,91830
C08528,29,Female,Medium,Yes,54377
C08529,28,Female,Medium,Yes,75253
C08530,35,Male,High,No,55481
C08531,21,Male,Low,No,96412
C08532,26,Male,Medium,Yes,22984
C08533,43,Female,Low,Yes,2399
C08534,45,Male,High,No,41362
C08535,62,Male,Low,No,25857
C08536,31,Male,Low,No,82606
C08537,33,Female,High,Yes,81173
C08539,55,Female,Medium,Yes,31810
C08541,39,Male,Medium,Yes,85560
C08542,42,Male,Low,No,47654
C08544,55,Male,Low,No,64507
C08545,58,Female,Medium,Yes,83851
C08546,21,Female,Low,No,85743
C08547,67,Female,Medium,No,57253
C08548,25,Female,High,No,81762
C08550,50,Male,Medium,No,62987
C08551,28,Male,High,Yes,10903
C08553,47,Male,High,No,54950
C08554,27,Male,Medium,No,12285
C08555,67,Male,Low,Yes,65840
C08556,34,Male,Medium,No,46512
C08557,26,Female,High,Yes,28753
C08558,45,Female,Low,Yes,27273
C08559,67,Male,High,No,88092
C08560,25,Female,High,No,2996
C08561,47,Female,Medium,No,52675
C08562,32,Male,Medium,No,52383
C08563,60,Male,Low,No,18839
C08564,39,Female,Low,Yes,23827
C08565,21,Female,Low,Yes,87833
C08566,69,Female,Low,Yes,735
C08567,61,Female,Medium,Yes,28404
C08568,21,Female,Medium,Yes,88188
C08569,20,Male,High,No,97867
C08570,52,Male,Low,Yes,52695
C08571,34,Male,Low,No,87301
C08572,56,Female,High,No,41753
C08573,66,Female,Low,No,3302
C08574,48,Male,High,Yes,8106
C08575,45,Male,Low,Yes,16776
C08576,41,Male,High,No,51572
C08577,47,Female,Low,Yes,20216
C08578,30,Male,Low,No,82725
C08579,26,Male,Low,Yes,56484
C08580,37,Male,Low,No,87457
C08581,68,Female,Medium,Yes,3887
C08582,44,Female,Medium,Yes,14385
C08583,34,Male,Low,Yes,19265
C08584,24,Male,Low,No,95328
C08585,22,Male,Low,Yes,66755
C08587,37,Male,High,No,7703
C08588,63,Male,High,Yes,7262
C08589,40,Male,High,No,26096
C08590,23,Male,Medium,No,59897
C08591,39,Female,Medium,No,47493
C08592,25,Female,Low,No,26772
C08593,42,Female,Medium,No,26777
C08594,57,Male,Medium,No,28906
C08595,62,Male,Medium,Yes,81023
C08596,34,Female,High,No,63134
C08597,49,Male,Low,Yes,52485
C08598,43,Male,Medium,Yes,61387
C08599,28,Female,Medium,Yes,57116
C08600,59,Female,High,No,96114
C08601,48,Male,High,No,83759
C08602,47,Female,High,Yes,72905
C08603,41,Male,Medium,Yes,91702
C08604,61,Male,High,No,10910
C08605,66,Female,Medium,Yes,80357
C08606,49,Female,Low,Yes,37416
C08607,60,Male,High,Yes,34389
C08608,54,Male,High,Yes,85782
C08609,65,Female,Low,No,90341
C08610,58,Female,Medium,Yes,11568
C08612,62,Male,High,Yes,4403
C08613,50,Male,High,Yes,50314
C08614,26,Male,Low,Yes,46412
C08615,44,Female,Low,Yes,37287
C08616,32,Male,Medium,No,17927
C08617,53,Female,Medium,Yes,6796
C08618,64,Female,High,Yes,45242
C08619,67,Female,Low,Yes,6912
C08621,52,Male,Medium,No,72818
C08622,21,Female,Low,Yes,27184
C08623,27,Female,High,Yes,87455
C08624,33,Male,Medium,No,18635
C08625,35,Female,High,Yes,39680
C08626,55,Female,High,Yes,77307
C08628,42,Male,Medium,Yes,15175
C08629,34,Male,Medium,No,38051
C08630,31,Female,High,No,91432
C08632,41,Female,Medium,Yes,9289
C08633,46,Female,High,No,90575
C08634,63,Male,Medium,No,94940
C08635,37,Female,Medium,Yes,53323
C08636,50,Male,Medium,No,98429
C08637,34,Female,High,Yes,29087
C08638,47,Male,Medium,No,41189
C08639,28,Female,High,No,40968
C08640,37,Male,Medium,No,65191
C08643,25,Male,Medium,No,19415
C08644,30,Male,Low,No,31163
C08646,64,Female,Low,Yes,82040
C08647,62,Female,Medium,Yes,95780
C08648,42,Male,Low,No,27042
C08649,60,Female,Medium,Yes,25396
C08650,18,Male,Medium,No,66904
C08651,65,Male,Medium,Yes,30511
C08652,67,Male,Medium,Yes,10620
C08653,52,Female,Medium,Yes,66495
C08654,32,Female,High,Yes,5679
C08655,22,Female,Medium,No,46960
C08656,56,Male,High,No,60448
C08657,34,Female,Low,No,9273
C08658,61,Female,High,No,22146
C08659,25,Male,Low,No,95562
C08660,41,Male,Low,Yes,25142
C08661,39,Male,Low,No,47789
C08663,46,Female,Medium,Yes,72458
C08664,65,Female,Low,No,29208
C08665,40,Male,Low,No,59645
C08666,39,Female,Low,Yes,31386
C08667,22,Female,Low,Yes,1232
C08668,19,Male,Low,No,54317
C08669,54,Female,High,No,15756
C08670,54,Female,Medium,Yes,54814
C08671,62,Female,High,Yes,90900
C08672,58,Female,Medium,No,76373
C08673,49,Female,High,Yes,51893
C08674,37,Female,High,Yes,93336
C08675,53,Female,Medium,No,31809
C08676,40,Female,Low,No,34518
C08678,45,Male,Medium,No,44463
C08679,55,Male,High,No,53569
C08680,36,Female,Low,Yes,58943
C08681,32,Female,Medium,Yes,66104
C08682,47,Female,High,No,19606
C08683,44,Female,Medium,No,14513
C08684,45,Male,Medium,No,79972
C08685,36,Female,Low,No,96113
C08686,31,Male,High,No,30663
C08687,25,Female,Medium,No,97522
C08688,49,Female,Medium,No,78914
C08689,37,Female,Low,No,49493
C08690,67,Female,Medium,No,99072
C08691,22,Female,Low,Yes,8487
C08692,21,Female,Low,Yes,28735
C08693,54,Female,High,No,80839
C08694,56,Female,Medium,Yes,18556
C08695,36,Male,Low,Yes,92633
C08696,18,Female,High,Yes,27235
C08698,62,Male,Low,No,99748
C08699,38,Female,Medium,No,13075
C08701,31,Male,Low,Yes,80094
C08702,58,Female,Medium,No,90530
C08703,62,Female,Medium,Yes,48235
C08704,21,Male,High,Yes,99031
C08705,50,Female,Low,Yes,93788
C08706,55,Male,Low,No,84589
C08707,21,Female,High,Yes,97867
C08708,28,Male,Low,Yes,66861
C08709,50,Female,Low,Yes,1165
C08710,41,Male,Low,Yes,85169
C08711,48,Female,Low,Yes,30084
C08712,19,Male,Low,Yes,21445
C08713,62,Male,Medium,No,97027
C08714,60,Male,Medium,Yes,28967
C08715,50,Male,High,No,84554
C08716,21,Female,High,No,4893
C08718,28,Male,High,No,76496
C08719,38,Male,High,Yes,88237
C08720,52,Male,High,Yes,21682
C08721,34,Female,Medium,Yes,58579
C08722,46,Male,Low,No,80678
C08723,22,Female,Low,Yes,55832
C08724,42,Male,Medium,No,35114
C08725,68,Male,Medium,No,81949
C08726,54,Female,High,No,32246
C08727,43,Male,Low,No,30504
C08728,68,Male,High,No,1645
C08729,19,Female,Low,No,60795
C08730,37,Female,Low,Yes,5729
C08731,33,Female,High,Yes,27393
C08732,50,Female,Medium,No,53356
C08733,67,Male,Medium,Yes,68866
C08734,19,Male,High,Yes,88640
C08735,42,Male,High,No,96102
C08736,61,Male,Medium,No,40316
C08737,28,Male,High,No,30743
C08738,32,Female,Low,No,36927
C08739,40,Female,Low,No,91741
C08740,54,Male,Medium,Yes,73233
C08742,37,Female,High,No,65958
C08743,61,Female,Low,Yes,89647
C08745,27,Male,Medium,Yes,86682
C08746,51,Female,Medium,Yes,747
C08747,36,Female,Medium,No,52336
C08748,30,Male,Low,Yes,53533
C08749,44,Female,Medium,No,15323
C08750,60,Female,Low,No,69705
C08751,66,Male,Medium,Yes,89035
C08753,37,Male,High,Yes,24077
C08754,32,Male,Low,No,69010
C08755,69,Male,Low,Yes,15620
C08756,63,Male,Medium,Yes,96193
C08757,59,Male,High,No,64227
C08758,44,Female,Low,No,46257
C08759,56,Male,Low,No,68689
C08760,23,Male,Medium,No,75006
C08761,29,Female,Low,Yes,32316
C08762,57,Female,Low,Yes,88342
C08763,18,Female,Low,Yes,59655
C08764,60,Male,Medium,No,86259
C08765,56,Female,High,Yes,99793
C08766,37,Female,Medium,Yes,42300
C08767,48,Female,High,No,99036
C08768,50,Male,Medium,Yes,61773
C08769,59,Male,Low,Yes,95472
C08770,33,Male,High,Yes,59416
C08771,18,Male,High,Yes,25945
C08772,57,Female,High,No,8128
C08773,67,Male,Low,Yes,54310
C08774,50,Female,Low,No,50664
C08775,47,Male,High,Yes,64487
C08776,45,Male,High,Yes,28206
C08777,19,Female,Medium,Yes,22209
C08778,53,Female,Medium,No,77195
C08779,24,Male,Medium,Yes,33054
C08781,63,Female,Low,Yes,28652
C08782,38,Female,Medium,Yes,78715
C08784,41,Male,High,No,98384
C08785,45,Male,Medium,Yes,64797
C08787,69,Female,Low,Yes,67263
C08788,21,Female,High,No,4377
C08789,18,Male,Medium,Yes,42873
C08790,24,Female,High,No,48226
C08791,37,Male,Medium,No,8913
C08794,30,Male,Medium,No,58931
C08795,21,Female,High,Yes,94026
C08796,51,Female,Medium,No,2802
C08797,40,Male,High,Yes,21162
C08798,19,Male,Medium,No,48833
C08800,46,Male,Medium,No,95867
C08801,36,Female,Low,No,15294
C08802,25,Female,Low,No,34385
C08803,65,Female,Low,No,75588
C08804,33,Male,High,No,48585
C08805,47,Female,Low,Yes,77383
C08807,50,Female,High,Yes,7612
C08808,61,Male,Low,Yes,83662
C08810,37,Female,Low,No,22493
C08811,33,Female,Low,No,19382
C08812,68,Male,Low,No,33965
C08813,31,Female,Low,No,58096
C08816,36,Male,Low,Yes,70159
C08817,63,Female,High,No,40791
C08818,62,Female,Low,Yes,1685
C08820,38,Female,High,No,59055
C08821,43,Male,Low,No,95872
C08822,67,Female,Medium,No,62505
C08823,38,Female,Medium,No,68912
C08824,46,Female,Low,No,28428
C08825,26,Male,Low,Yes,39781
C08826,39,Female,High,No,26772
C08827,27,Male,High,Yes,94403
C08828,32,Male,High,No,80741
C08830,25,Male,Low,No,84712
C08831,25,Male,Low,No,91818
C08832,33,Female,High,No,38961
C08833,64,Male,Medium,Yes,27316
C08834,46,Male,Medium,Yes,82095
C08835,54,Male,Medium,No,79837
C08837,22,Female,High,Yes,16950
C08838,20,Female,High,No,64729
C08839,31,Female,Medium,Yes,29594
C08840,39,Male,Medium,Yes,94734
C08841,51,Male,Low,Yes,6073
C08842,68,Male,Low,Yes,57209
C08843,28,Male,High,Yes,34866
C08844,55,Male,High,Yes,80025
C08845,38,Female,Medium,Yes,89983
C08846,55,Female,Medium,Yes,48163
C08847,57,Female,High,Yes,32543
C08848,48,Male,Low,No,86683
C08849,67,Male,High,No,50035
C08850,44,Female,High,Yes,25745
C08851,38,Male,Medium,Yes,22743
C08852,24,Male,High,No,69246
C08853,65,Male,High,No,38582
C08854,65,Male,Low,Yes,20768
C08855,67,Female,Low,No,86673
C08856,57,Male,High,Yes,4543
C08857,65,Female,Medium,No,48165
C08858,46,Male,High,No,71158
C08859,49,Female,Low,No,41834
C08860,61,Female,High,Yes,93317
C08861,69,Male,Medium,Yes,97170
C08863,45,Female,Low,Yes,13456
C08865,44,Female,High,No,71453
C08866,60,Male,High,Yes,22242
C08867,57,Male,Medium,No,88722
C08868,42,Male,Medium,No,29227
C08869,37,Female,High,Yes,88450
C08870,48,Female,Medium,Yes,78580
C08871,46,Female,Low,Yes,70667
C08872,18,Female,Medium,No,3941
C08873,33,Female,Low,No,42155
C08874,36,Female,Low,Yes,31291
C08875,63,Female,Medium,No,25623
C08876,26,Male,High,No,91366
C08877,65,Female,Medium,Yes,20784
C08878,21,Female,High,No,23609
C08879,24,Female,High,Yes,49009
C08880,21,Male,High,Yes,99354
C08881,39,Male,Medium,No,13477
C08882,43,Male,Low,No,88292
C08883,55,Female,Low,No,65538
C08884,58,Female,Low,Yes,91151
C08885,19,Male,Low,Yes,6959
C08886,58,Male,Medium,No,17981
C08887,23,Male,High,No,88222
C08888,59,Male,Low,No,17758
C08890,28,Female,Low,Yes,5634
C08891,55,Male,High,No,99728
C08892,23,Male,Low,No,71609
C08893,31,Male,Low,No,30830
C08894,32,Female,Medium,Yes,37197
C08895,53,Female,Low,Yes,86236
C08896,53,Male,Medium,Yes,18345
C08897,37,Male,Medium,No,31217
C08899,24,Female,High,Yes,49614
C08900,58,Male,Medium,Yes,20511
C08903,26,Male,Medium,Yes,40988
C08904,46,Male,Medium,Yes,80616
C08905,24,Female,Medium,No,65802
C08906,46,Male,High,Yes,83233
C08907,35,Male,Low,No,88207
C08908,22,Female,High,No,60067
C08909,30,Female,Medium,Yes,71719
C08910,41,Female,Medium,No,66351
C08911,51,Male,Medium,Yes,37542
C08912,68,Female,Medium,No,58058
C08913,22,Female,Medium,No,53854
C08915,38,Male,Low,No,74333
C08916,26,Male,Low,Yes,42385
C08917,61,Female,Low,No,11738
C08918,45,Female,Medium,No,80080
C08919,19,Female,Low,Yes,46017
C08920,28,Male,Low,No,77821
C08921,50,Female,Medium,Yes,3785
C08922,64,Male,Low,Yes,38466
C08923,57,Male,Medium,No,60627
C08924,34,Male,High,No,33766
C08925,20,Male,Low,Yes,26655
C08926,66,Female,High,No,86985
C08927,55,Female,Medium,Yes,58450
C08928,30,Female,Low,No,25201
C08929,20,Female,Medium,Yes,23294
C08931,48,Male,Low,Yes,44033
C08932,57,Male,Medium,No,90428
C08933,33,Male,Medium,No,70610
C08935,23,Male,Low,Yes,70943
C08936,41,Male,Medium,Yes,18118
