MachineID,Date,Failure,RepairType,DowntimeHours
M099,05/02/2025,N,Major,8.78
M005,2025-05-14,Y,Major,1.24
M054,2025-05-08,N,,7.63
M100,24/02/2025,N,Major,0.08
M040,2025-01-04,N,,2.16
M085,25/03/2025,N,Major,4.69
M072,19/05/2025,N,Minor,0.92
M073,2025-04-14,N,Major,3.15
M029,2025-01-25,Y,Minor,14.45
M067,2025-02-23,N,Major,8.07
M089,2025-03-08,N,Major,8.27
M065,2025-02-12,Y,Major,0.23
M034,10/06/2025,N,Minor,6.37
M065,31/01/2025,N,Minor,1.97
M055,02/04/2025,N,Minor,0.96
M059,2025-02-28,N,Major,12.62
M071,2025-02-26,N,Minor,9.31
M076,12/02/2025,N,Minor,1.56
M096,10/05/2025,Y,Major,0.3
M054,2025-04-25,N,Major,0.89
M040,2025-05-06,Y,Major,4.15
M061,09/02/2025,N,Major,2.17
M022,2025-05-02,N,Minor,3.04
M093,2025-05-28,N,Major,3.25
M049,16/01/2025,Y,Minor,8.09
M063,15/02/2025,Y,Major,0.96
M057,2025-06-05,Y,Minor,12.16
M028,18/05/2025,Y,Major,1.67
M081,2025-04-10,N,Minor,4.61
M098,16/02/2025,N,Major,10.49
M030,21/06/2025,N,Major,2.09
M065,14/01/2025,Y,Major,2.32
M026,2025-03-11,Y,Minor,2.12
M062,11/02/2025,Y,Minor,0.7
M072,2025-01-21,N,Major,2.3
M042,2025-03-17,Y,Major,2.0
M042,2025-02-02,N,Minor,2.19
M045,2025-01-24,Y,,1.79
M052,2025-05-22,N,Minor,3.94
M029,2025-06-14,Y,Major,0.6
M041,2025-06-04,N,Major,0.17
M058,02/03/2025,N,Minor,18.09
M077,2025-03-02,N,,2.78
M041,2025-06-20,Y,Major,0.61
M036,2025-01-03,Y,Minor,0.79
M084,2025-05-14,Y,Minor,11.12
M095,2025-01-21,N,Major,7.99
M070,2025-05-30,N,Major,4.29
M044,2025-04-20,Y,Minor,0.0
M069,2025-04-13,Y,Minor,0.55
M023,2025-01-13,N,Minor,8.89
M100,2025-05-04,N,,2.96
M004,2025-06-13,N,Minor,1.95
M095,2025-04-26,N,Major,2.1
M005,2025-01-28,N,Major,2.52
M041,2025-02-11,N,Minor,4.46
M081,16/03/2025,N,Major,3.59
M095,2025-01-26,N,Major,7.9
M085,2025-02-12,N,Major,2.46
M086,2025-02-21,Y,Minor,6.35
M044,2025-04-10,N,Minor,18.16
M060,2025-06-13,N,Minor,8.16
M077,29/05/2025,Y,Major,19.2
M012,2025-03-28,N,Major,10.12
M031,2025-05-10,N,Minor,5.07
M058,2025-04-14,Y,Major,0.25
M052,18/05/2025,N,Minor,0.45
M028,2025-03-26,N,,0.27
M012,2025-06-29,N,Minor,3.73
M057,25/04/2025,Y,Major,1.67
M056,06/04/2025,Y,,2.19
M028,2025-01-11,N,Minor,2.93
M072,20/01/2025,N,Minor,7.82
M094,2025-05-21,N,Minor,5.24
M035,2025-01-15,N,Major,7.28
M050,2025-03-19,Y,Major,0.18
M029,2025-04-09,N,Minor,0.04
M052,2025-01-16,Y,Major,6.56
M049,22/02/2025,N,Major,15.92
M048,2025-05-28,N,Major,4.25
M084,21/06/2025,N,Major,7.14
M009,2025-01-18,N,Major,1.74
M050,2025-06-05,Y,Major,0.93
M098,2025-06-14,N,Major,0.79
M031,2025-03-15,N,Minor,1.62
M062,2025-03-04,N,Minor,3.59
M018,09/01/2025,N,Major,18.95
M008,2025-04-03,N,,3.82
M063,2025-02-21,N,Major,5.72
M078,16/06/2025,N,Major,11.69
M067,08/01/2025,N,Minor,0.53
M084,2025-01-12,Y,Major,1.94
M007,2025-06-01,N,Minor,4.71
M068,2025-06-25,Y,Major,0.68
M047,2025-03-04,N,Minor,4.03
M046,2025-02-15,N,Major,0.84
M083,15/03/2025,N,Minor,1.22
M038,2025-03-20,N,Major,5.74
M043,2025-03-15,N,Minor,7.38
M026,04/02/2025,N,Major,4.8
M086,11/02/2025,N,Major,6.17
M027,2025-02-27,N,Major,5.46
M030,07/05/2025,N,Minor,0.16
M088,2025-04-27,Y,Minor,8.22
M017,17/04/2025,N,Major,0.42
M003,2025-02-13,N,Major,3.27
M099,2025-05-17,N,Major,1.8
M069,2025-02-18,Y,Major,9.34
M007,28/03/2025,Y,Minor,5.43
M093,2025-01-17,N,Minor,4.48
M087,13/03/2025,Y,Major,0.47
M011,17/03/2025,N,Minor,0.75
M060,2025-05-17,N,Major,5.8
M074,2025-04-11,N,Major,3.05
M036,2025-05-09,Y,Minor,20.96
M093,10/05/2025,N,Major,7.11
M027,04/02/2025,N,Major,5.33
M016,2025-01-11,N,Major,1.11
M079,2025-04-01,N,Minor,0.26
M033,2025-02-17,N,Minor,4.54
M010,2025-05-10,N,Minor,7.81
M091,2025-02-19,Y,Major,0.22
M012,2025-04-30,Y,Minor,0.28
M065,2025-05-11,N,Major,0.14
M073,30/01/2025,N,Major,2.34
M014,2025-01-25,N,Major,2.49
M092,13/05/2025,N,Major,1.37
M044,2025-05-20,N,Major,2.44
M062,2025-04-08,N,Minor,3.71
M089,2025-03-05,N,Major,1.9
M010,2025-05-06,N,Minor,10.57
M002,2025-01-19,N,Major,4.59
M082,2025-03-19,N,Minor,0.07
M029,16/05/2025,N,,1.53
M038,2025-02-22,N,Minor,4.31
M008,2025-04-19,N,Major,0.78
M001,05/06/2025,N,Major,4.85
M096,17/01/2025,N,Major,2.6
M039,2025-04-20,N,,1.64
M018,2025-05-06,Y,Major,0.2
M063,18/03/2025,Y,Minor,5.62
M088,06/05/2025,N,Major,4.59
M017,25/05/2025,N,Major,7.9
M019,2025-02-23,Y,Minor,3.42
M003,2025-03-26,N,Minor,6.71
M040,2025-01-11,N,Major,1.29
M088,2025-06-12,N,Major,2.47
M058,2025-05-11,Y,Minor,7.78
M022,19/04/2025,N,Minor,3.33
M097,21/01/2025,N,Major,4.86
M058,2025-02-20,Y,Minor,6.05
M017,2025-02-24,N,Major,3.52
M089,20/05/2025,N,Minor,1.34
M021,2025-01-02,N,Major,23.57
M100,04/06/2025,N,Minor,1.42
M078,2025-03-16,N,Major,6.09
M058,2025-03-18,N,Major,5.75
M083,2025-04-28,N,Major,15.37
M018,2025-03-20,Y,Major,0.96
M090,2025-04-09,N,Major,30.45
M068,2025-03-29,N,Major,3.89
M044,2025-04-17,N,Major,4.69
M069,20/03/2025,N,Major,1.2
M044,2025-05-02,N,Minor,7.43
M054,2025-02-16,N,Major,1.05
M085,2025-04-14,Y,Major,1.71
M021,2025-03-24,N,Major,20.75
M042,2025-04-06,Y,Major,0.18
M099,2025-06-19,Y,Minor,1.56
M005,2025-01-26,Y,Major,3.61
M059,2025-05-07,N,Minor,1.84
M099,15/06/2025,Y,,1.18
M048,2025-01-11,N,Minor,4.82
M036,2025-05-08,N,Major,5.19
M067,30/04/2025,N,Major,0.08
M098,2025-03-10,Y,Major,11.66
M068,2025-05-23,Y,Minor,0.55
M041,22/05/2025,N,Minor,5.82
M002,2025-05-03,N,Major,5.47
M031,2025-04-04,Y,Major,14.07
M080,2025-05-15,N,Minor,14.44
M037,10/05/2025,N,Minor,1.2
M014,2025-05-11,N,Minor,5.09
M019,11/05/2025,N,Minor,2.58
M003,2025-01-16,N,Major,9.69
M010,28/01/2025,N,Major,4.78
M078,22/03/2025,Y,Minor,11.34
M093,16/05/2025,Y,Major,7.69
M089,05/04/2025,N,Major,2.3
M013,2025-03-04,Y,Minor,2.09
M070,2025-01-22,N,Major,1.0
M035,20/02/2025,N,Major,1.02
M065,2025-05-30,N,Minor,6.57
M031,23/01/2025,Y,Major,0.02
M039,05/03/2025,N,Minor,3.27
M019,2025-05-30,N,Minor,3.05
M004,2025-02-23,N,Major,5.18
M091,2025-01-07,N,Major,9.12
M062,2025-06-08,Y,Minor,2.9
M004,2025-05-13,N,Major,4.59
M028,10/04/2025,N,Major,17.36
M027,01/05/2025,N,Major,0.45
M043,2025-01-14,Y,Minor,5.44
M053,03/03/2025,Y,Minor,3.42
M045,2025-06-15,N,Minor,4.67
M015,12/04/2025,Y,Major,4.63
M071,2025-03-17,Y,,5.16
M013,19/01/2025,N,Major,7.36
M053,2025-05-07,N,Major,0.43
M041,2025-02-13,N,Major,2.32
M051,2025-03-30,N,Minor,2.81
M075,03/03/2025,Y,Major,3.51
M078,14/01/2025,Y,Major,5.11
M079,28/06/2025,N,Minor,1.14
M065,2025-01-20,N,Major,3.74
M078,2025-01-13,Y,Major,3.13
M061,2025-02-18,Y,Major,5.84
M074,2025-01-01,N,Major,4.1
M024,2025-03-16,N,Major,0.49
M065,2025-02-17,N,Major,0.87
M019,2025-02-09,N,Major,3.72
M049,14/02/2025,N,Minor,1.76
M039,2025-01-27,N,Minor,5.48
M012,2025-05-21,Y,Major,14.55
M094,2025-04-15,N,Major,5.65
M070,25/06/2025,Y,Major,3.28
M018,23/03/2025,N,Minor,0.97
M029,2025-05-13,Y,Major,4.93
M010,2025-03-01,N,Major,0.21
M048,2025-06-23,Y,Major,3.9
M068,2025-06-14,N,Major,2.96
M084,2025-03-18,N,Minor,5.3
M068,04/05/2025,N,Major,1.14
M030,2025-03-31,Y,Minor,8.87
M090,2025-04-14,N,Major,3.99
M021,2025-02-07,N,Major,0.53
M018,2025-06-28,Y,Minor,9.39
M041,2025-01-26,N,Major,8.3
M096,2025-04-11,N,Major,3.36
M091,2025-05-13,Y,Major,23.27
M067,2025-06-10,Y,Minor,6.02
M048,2025-01-06,N,Minor,0.88
M059,2025-05-05,N,Minor,1.6
M072,2025-04-17,Y,Minor,14.69
M008,2025-03-07,N,Major,8.24
M099,2025-03-12,N,Minor,5.86
M009,05/04/2025,N,Major,5.6
M062,2025-06-25,N,Major,5.79
M046,2025-06-16,Y,Minor,3.58
M048,2025-02-06,N,Minor,1.62
M088,2025-01-17,N,Major,6.55
M019,2025-05-24,N,Major,8.58
M050,2025-06-22,Y,Minor,0.38
M026,2025-03-04,N,Minor,0.98
M072,2025-01-30,Y,Major,13.54
M078,02/06/2025,Y,Major,1.62
M036,29/04/2025,N,Major,1.02
M064,2025-01-26,N,Major,2.2
M015,2025-03-18,N,Minor,2.12
M088,2025-04-06,N,Minor,1.29
M058,2025-06-10,Y,Minor,1.28
M065,2025-04-30,Y,Major,0.94
M051,2025-04-06,N,Major,9.07
M010,13/06/2025,Y,Minor,2.01
M085,2025-06-22,N,Minor,4.33
M096,2025-06-22,N,Minor,0.36
M060,2025-01-29,Y,Major,2.28
M081,11/02/2025,N,Major,0.1
M085,2025-02-20,N,Minor,2.89
M060,14/01/2025,N,Minor,7.46
M100,03/06/2025,N,Minor,4.86
M076,11/05/2025,N,Minor,3.09
M034,2025-05-25,Y,Major,16.82
M080,2025-04-11,N,Minor,14.33
M033,2025-03-26,Y,Minor,0.76
M057,2025-05-08,N,Minor,12.19
M032,2025-01-10,Y,Major,6.98
M099,25/03/2025,Y,Major,2.24
M003,10/05/2025,Y,Major,0.39
M092,2025-05-10,N,Major,11.06
M068,03/01/2025,N,Major,0.16
M034,2025-03-11,N,Minor,2.17
M077,2025-01-02,N,Minor,4.05
M051,2025-05-22,N,Major,8.75
M074,26/01/2025,Y,Minor,0.4
M040,21/02/2025,N,Minor,0.63
M096,2025-01-02,N,Major,3.08
M062,2025-01-23,N,Minor,3.12
M037,2025-01-13,N,Major,17.85
M097,2025-02-12,Y,Minor,2.02
M019,20/05/2025,N,Minor,0.68
M091,2025-03-02,N,Minor,1.17
M023,25/02/2025,Y,Minor,1.19
M080,2025-05-23,Y,,6.8
M100,2025-01-24,Y,Major,1.58
M004,2025-05-28,N,Minor,7.16
M057,2025-01-08,Y,Minor,2.03
M096,2025-02-07,N,Major,1.69
M047,2025-05-05,Y,,1.22
M013,2025-03-09,N,Major,7.37
M089,2025-03-27,N,Major,2.22
M060,2025-04-08,N,Minor,5.22
M024,28/06/2025,Y,Minor,4.86
M024,13/01/2025,Y,Minor,3.26
M010,2025-03-30,N,Major,2.09
M085,22/03/2025,Y,Major,5.92
M028,2025-04-19,N,Major,7.76
M079,16/06/2025,N,Minor,1.02
M089,09/06/2025,Y,Major,5.24
M058,08/06/2025,Y,Minor,0.95
M013,2025-06-08,N,Minor,5.91
M019,2025-06-28,Y,Minor,2.41
M082,2025-06-09,N,Major,0.95
M062,16/01/2025,N,Major,4.58
M040,2025-01-03,N,Minor,0.39
M081,2025-04-03,N,Minor,0.38
M097,11/06/2025,N,Major,7.07
M074,01/04/2025,Y,Major,19.54
M097,2025-01-03,N,Major,7.77
M095,2025-06-23,N,Minor,5.48
M043,2025-04-17,N,Minor,0.74
M029,2025-01-16,Y,Major,0.52
M067,2025-02-07,N,Minor,13.05
M006,2025-05-26,Y,Minor,7.19
M039,2025-04-20,N,Major,29.29
M066,18/01/2025,Y,,15.09
M058,2025-05-14,Y,Minor,0.75
M006,24/06/2025,Y,Minor,0.52
M044,2025-04-10,N,Major,0.23
M044,2025-04-03,N,Major,1.29
M095,2025-03-29,N,Major,2.35
M040,2025-01-11,N,Major,3.06
M039,10/03/2025,N,Minor,2.4
M091,11/06/2025,N,Minor,1.34
M083,2025-06-14,Y,Major,5.14
M067,2025-05-14,N,Minor,16.66
M045,2025-01-13,Y,Major,4.4
M004,2025-01-19,Y,Major,7.17
M081,2025-03-16,N,Minor,4.56
M002,2025-01-29,N,Major,17.9
M095,01/05/2025,Y,Major,1.45
M046,2025-01-24,N,Major,6.17
M081,2025-03-10,N,Minor,1.67
M050,2025-04-05,Y,Major,5.03
M089,2025-04-30,Y,,1.97
M070,2025-02-22,Y,Major,2.44
M090,2025-01-31,N,Major,11.08
M057,2025-05-14,N,Major,0.82
M006,2025-03-15,Y,Major,13.49
M069,18/01/2025,Y,Major,16.82
M081,22/02/2025,N,Major,9.29
M041,01/01/2025,Y,Minor,4.59
M029,2025-01-31,N,Major,0.51
M100,2025-01-21,N,,19.13
M049,2025-01-26,N,Minor,3.91
M059,2025-03-09,N,Major,3.1
M053,06/04/2025,N,Major,8.96
M061,2025-04-17,N,Major,12.14
M008,2025-05-17,N,Minor,8.32
M040,2025-05-08,Y,Minor,6.41
M068,2025-05-15,N,Minor,0.89
M004,2025-06-09,N,Major,0.28
M094,2025-05-26,N,Minor,5.13
M006,06/03/2025,N,Major,14.18
M047,2025-04-22,N,,0.91
M034,2025-02-17,Y,Minor,2.49
M038,2025-05-15,Y,Minor,0.3
M018,2025-03-25,N,Minor,13.26
M005,2025-03-03,Y,Major,0.04
M083,29/06/2025,Y,Minor,1.17
M004,2025-02-23,N,Major,7.44
M023,2025-04-06,N,Minor,1.98
M008,2025-06-05,N,Minor,2.55
M053,2025-06-29,N,Major,3.25
M032,2025-01-27,N,Major,0.43
M052,2025-05-24,N,Major,6.97
M088,2025-01-09,N,Major,3.64
M090,2025-02-10,N,Minor,0.7
M049,26/06/2025,Y,Minor,5.06
M008,2025-03-02,N,Minor,2.27
M030,19/02/2025,N,Major,8.76
M068,2025-03-18,N,Major,7.94
M012,2025-03-04,N,,5.08
M088,2025-05-09,Y,Major,7.94
M100,2025-05-17,N,Major,6.14
M029,2025-04-13,N,Major,10.42
M093,2025-01-13,N,Major,0.26
M072,23/02/2025,N,Minor,26.39
M077,06/02/2025,Y,Major,7.29
M095,2025-06-16,Y,Major,17.43
M037,19/01/2025,N,Minor,10.89
M091,01/06/2025,N,Minor,6.75
M035,2025-03-17,N,Minor,4.16
M092,2025-04-18,N,Minor,2.77
M061,31/03/2025,N,Major,24.46
M092,2025-04-28,Y,Major,8.9
M052,23/02/2025,N,Major,18.65
M068,03/04/2025,Y,Major,6.83
M033,11/01/2025,Y,Major,0.17
M012,2025-02-15,N,Minor,4.37
M014,2025-04-17,Y,,17.97
M044,19/04/2025,Y,Major,1.94
M052,12/05/2025,Y,Major,7.47
M002,2025-05-14,N,Major,3.04
M099,2025-03-30,N,Minor,6.57
M060,2025-04-11,N,Major,0.98
M077,2025-02-16,Y,Major,1.29
M086,15/01/2025,Y,Minor,7.52
M005,2025-03-05,N,Major,5.65
M011,26/05/2025,N,Major,0.92
M081,2025-01-01,N,Minor,13.64
M061,2025-01-01,N,Major,0.52
M092,2025-04-13,Y,Major,12.55
M057,21/01/2025,N,Major,15.66
M029,2025-01-07,N,Minor,1.86
M037,2025-04-19,Y,Major,3.04
M091,2025-01-24,N,Major,2.71
M011,28/02/2025,N,Major,3.06
M047,2025-03-09,Y,Major,0.81
M027,18/04/2025,N,Minor,3.27
M019,26/04/2025,N,Major,2.59
M034,2025-02-01,N,Major,3.38
M027,2025-06-25,N,Major,1.58
M086,2025-06-25,N,Minor,13.76
M059,2025-06-14,N,,9.17
M046,2025-03-01,Y,Minor,1.94
M063,25/01/2025,Y,Major,4.34
M026,2025-05-07,Y,Minor,2.54
M027,2025-05-30,Y,Major,1.3
M057,2025-01-04,Y,Minor,11.04
M072,26/05/2025,N,Major,2.16
M059,2025-05-03,Y,Major,2.26
M089,2025-03-24,N,Major,13.97
M046,17/06/2025,N,Major,0.87
M091,22/04/2025,N,,5.15
M084,2025-03-22,Y,Minor,3.83
M064,2025-04-22,Y,Minor,2.3
M069,2025-04-08,N,Major,0.87
M008,2025-05-23,N,Minor,0.71
M089,2025-01-14,N,Minor,1.65
M026,02/03/2025,N,Major,3.4
M056,03/05/2025,N,Minor,1.8
M040,2025-04-26,Y,Minor,11.6
M068,05/05/2025,N,Minor,1.7
M074,12/06/2025,Y,Major,2.37
M026,22/01/2025,N,Major,9.81
M028,2025-06-10,Y,Minor,1.77
M019,2025-06-09,N,Major,4.36
M080,2025-02-27,N,Major,0.15
M016,12/06/2025,N,Minor,0.54
M093,2025-05-25,Y,Major,8.61
M094,2025-05-19,N,Major,1.67
M033,2025-05-15,N,Minor,0.33
M037,2025-05-15,N,Minor,0.69
M095,03/03/2025,N,Minor,1.97
M073,2025-05-19,N,Major,3.28
M018,2025-04-17,Y,Minor,26.28
M046,27/02/2025,N,Major,0.73
M021,27/06/2025,N,Minor,0.37
M033,2025-06-21,N,Major,0.81
M053,2025-02-16,N,Major,1.44
M062,2025-03-18,N,Minor,2.9
M044,2025-04-26,N,Minor,10.89
M035,2025-04-22,Y,Minor,10.01
M006,2025-02-16,N,Major,3.79
M100,20/04/2025,N,Major,0.68
M065,15/05/2025,N,Major,11.83
M026,2025-04-24,N,Minor,8.96
M058,2025-05-25,Y,Major,0.91
M005,15/04/2025,N,Minor,2.2
M019,11/06/2025,N,Major,1.77
M037,2025-05-24,N,Minor,1.27
M074,04/02/2025,N,,10.12
M095,2025-03-23,N,Major,1.74
M065,2025-03-04,N,Minor,12.21
M063,2025-04-08,Y,Minor,6.44
M094,2025-04-04,N,Minor,2.4
M089,03/02/2025,N,Major,2.31
M091,2025-02-06,Y,Major,14.83
M096,2025-04-27,Y,Major,10.48
M089,13/01/2025,N,Major,2.84
M056,2025-05-01,N,Major,0.96
M054,2025-02-10,N,Major,0.0
M092,2025-01-20,N,,2.44
M020,2025-03-21,N,Minor,9.34
M021,21/03/2025,N,Minor,12.85
M036,2025-03-20,N,Major,1.89
M032,14/03/2025,Y,Minor,4.18
M028,2025-04-26,N,Major,0.52
M100,2025-04-24,N,Major,7.6
M002,04/02/2025,Y,Major,0.14
M075,08/01/2025,N,Major,4.33
M026,2025-02-06,Y,Major,1.51
M089,2025-05-08,N,Minor,3.95
M080,29/03/2025,N,Major,6.27
M034,2025-02-24,N,Major,15.66
M020,2025-06-30,N,Minor,16.4
M080,16/02/2025,Y,Major,3.86
M078,2025-05-16,N,,3.35
M056,2025-06-10,N,Major,2.11
M071,2025-03-19,N,Minor,1.23
M012,2025-04-05,N,Minor,2.7
M003,29/03/2025,N,Minor,4.01
M071,2025-06-26,Y,Major,1.68
M008,2025-06-12,N,Major,14.23
M084,2025-05-08,N,Major,2.05
M100,13/06/2025,Y,Major,2.9
M031,2025-03-05,Y,Major,8.33
M029,2025-05-14,N,Major,2.14
M081,2025-03-30,Y,Major,1.54
M075,2025-03-06,N,Minor,2.76
M051,2025-03-12,N,Major,0.83
M079,2025-04-25,Y,Minor,20.41
M031,2025-06-16,N,Major,0.45
M064,15/01/2025,Y,Minor,0.18
M030,2025-05-25,N,Major,7.18
M071,2025-06-14,N,Minor,2.72
M097,2025-03-05,N,Major,2.06
M003,06/03/2025,N,Major,3.51
M059,2025-04-30,Y,Major,14.69
M094,2025-03-28,Y,Major,1.63
M051,30/01/2025,N,Major,0.27
M043,2025-05-30,N,Major,16.93
M066,29/04/2025,Y,Major,4.56
M056,2025-06-24,N,Major,6.34
M019,20/05/2025,N,Minor,2.13
M004,2025-05-28,Y,Minor,10.65
M078,14/06/2025,Y,Minor,1.99
M096,2025-05-24,Y,Minor,5.31
M046,24/01/2025,N,Major,10.64
M090,2025-04-02,N,Major,2.96
M029,2025-05-25,N,Major,7.28
M054,2025-03-21,Y,Minor,3.73
M081,2025-01-14,N,Major,13.17
M039,2025-02-19,Y,Major,2.23
M024,2025-03-04,N,,1.27
M022,2025-05-17,Y,Major,1.54
M095,24/01/2025,N,Major,1.61
M023,2025-03-17,N,Minor,0.95
M032,2025-02-12,N,Major,2.47
M023,19/05/2025,N,Minor,1.98
M073,2025-01-20,N,Major,1.72
M072,24/03/2025,N,Major,1.92
M094,2025-03-03,N,Major,1.6
M074,2025-03-23,N,Major,16.75
M098,10/04/2025,Y,Major,5.5
M023,12/04/2025,N,Minor,0.11
M064,2025-06-13,Y,Major,2.92
M087,2025-01-01,N,Major,0.32
M055,11/02/2025,N,Minor,7.81
M100,2025-01-01,Y,Minor,5.11
M034,14/06/2025,Y,Major,0.9
M070,2025-01-20,N,Major,8.35
M010,05/06/2025,N,Major,10.16
M011,2025-05-23,Y,Major,3.7
M004,2025-05-19,N,Major,0.46
M013,2025-01-14,N,Major,2.0
M076,2025-04-27,N,Minor,9.32
M043,2025-02-06,N,Minor,0.08
M079,2025-04-09,N,Minor,5.16
M003,06/06/2025,N,Minor,1.56
M004,20/04/2025,N,Major,5.98
M081,2025-05-19,N,Minor,2.2
M047,2025-04-28,N,Major,0.31
M066,2025-01-03,Y,Major,18.68
M073,2025-05-28,N,Major,2.03
M011,2025-05-18,N,Major,2.65
M023,2025-03-30,N,Minor,3.79
M094,2025-04-03,N,Major,11.82
M093,2025-05-05,Y,,1.39
M006,2025-01-03,N,Major,14.83
M055,2025-04-12,N,Major,3.83
M074,2025-01-24,Y,Major,0.44
M005,2025-01-02,N,,0.79
M029,2025-03-02,N,Minor,4.6
M086,2025-04-22,N,Minor,0.03
M073,2025-05-27,N,Major,3.29
M097,2025-01-16,N,Minor,0.95
M023,28/02/2025,N,Major,0.39
M047,2025-02-20,Y,Minor,2.26
M091,2025-01-30,Y,Major,3.38
M031,2025-06-08,Y,Minor,0.6
M082,2025-05-24,N,,15.13
M030,2025-01-06,Y,Major,0.36
M003,2025-03-17,N,Major,5.1
M012,05/04/2025,N,Major,4.52
M077,11/02/2025,Y,Major,1.82
M086,2025-01-10,Y,Major,4.98
M004,2025-03-16,N,Major,0.75
M063,21/04/2025,N,Major,8.09
M057,13/04/2025,N,Major,1.26
M021,2025-01-14,N,Minor,4.1
M088,2025-05-14,N,Minor,5.12
M058,2025-05-27,N,Major,4.82
M002,2025-05-21,N,,5.09
M039,2025-05-26,N,,0.16
M020,2025-05-23,Y,Minor,0.95
M034,23/01/2025,N,Major,0.78
M006,2025-01-14,N,Major,0.36
M034,25/06/2025,N,Major,22.1
M075,15/03/2025,N,Major,0.13
M011,2025-05-18,N,Minor,5.29
M064,2025-03-02,N,Major,1.41
M067,2025-01-27,N,Major,0.56
M051,2025-03-29,Y,Minor,3.9
M024,2025-01-21,Y,Minor,8.28
M039,28/02/2025,N,Major,0.51
M036,15/03/2025,N,Major,0.34
M094,26/06/2025,N,Major,0.47
M078,2025-06-10,N,Major,4.34
M001,2025-02-28,Y,Major,0.96
M001,2025-05-26,N,Minor,2.3
M011,07/05/2025,N,Major,1.67
M081,2025-02-26,Y,Major,14.58
M015,2025-06-26,N,Major,14.23
M098,2025-05-12,N,Major,2.45
M067,2025-01-27,N,Minor,2.09
M049,2025-03-09,N,Minor,0.61
M076,2025-05-20,N,Major,2.97
M002,2025-04-24,Y,,0.42
M071,2025-01-26,Y,Major,0.91
M050,05/02/2025,N,Minor,1.23
M069,05/06/2025,N,Minor,3.35
M029,2025-01-06,N,,0.28
M024,01/03/2025,N,Minor,7.08
M086,2025-02-02,N,Major,2.35
M086,2025-01-25,Y,Major,1.01
M018,2025-05-22,N,Major,0.43
M006,2025-03-03,N,Major,1.1
M092,2025-04-05,Y,Minor,1.96
M073,2025-05-22,N,Major,8.36
M042,13/04/2025,N,Minor,0.47
M088,2025-06-06,Y,Major,0.49
M095,2025-03-29,N,Major,1.07
M023,2025-06-28,Y,Minor,1.73
M041,2025-02-04,N,Minor,2.83
M084,18/06/2025,N,,1.89
M098,2025-01-26,N,Major,1.65
M090,2025-05-22,N,Major,13.71
M010,2025-03-27,Y,Minor,1.54
M059,2025-02-15,N,Minor,6.14
M036,2025-02-11,Y,Major,7.76
M047,2025-02-12,Y,Major,3.68
M096,11/05/2025,N,Major,0.99
M033,2025-02-04,N,Major,8.16
M044,2025-06-15,N,Major,1.8
M049,2025-03-21,N,Major,6.92
M048,2025-05-16,N,Major,9.0
M036,2025-06-24,N,Major,3.04
M091,2025-03-26,N,Minor,0.75
M014,2025-03-14,Y,Major,1.1
M054,25/02/2025,Y,Minor,8.76
M080,2025-05-14,N,Minor,8.71
M008,2025-04-18,N,Minor,1.98
M036,2025-01-12,N,Major,18.36
M003,2025-04-02,Y,Minor,8.85
M038,2025-01-20,N,Major,4.31
M006,2025-05-14,Y,Major,10.09
M067,2025-06-01,Y,Major,2.26
M086,16/06/2025,N,Major,0.12
M018,2025-03-08,Y,Major,4.27
M038,2025-04-22,N,Major,4.02
M010,2025-04-18,Y,,7.83
M091,2025-02-14,N,Minor,0.1
M042,2025-04-01,N,,3.24
M085,2025-04-06,N,Major,25.96
M017,2025-03-07,N,Minor,1.81
M006,2025-03-18,N,Minor,5.5
M059,2025-06-03,N,Minor,2.36
M033,2025-01-09,N,Major,0.01
M015,2025-03-29,N,Minor,3.92
M051,2025-01-03,N,Major,3.64
M063,2025-03-30,Y,Major,5.25
M073,2025-01-31,N,Minor,3.96
M043,2025-04-12,N,Major,2.51
M069,09/05/2025,N,Major,3.2
M075,2025-04-24,N,Major,18.86
M038,2025-05-02,Y,Major,5.71
M016,2025-03-02,N,,9.08
M088,23/04/2025,N,Major,5.9
M050,2025-05-11,Y,Major,1.56
M069,09/04/2025,N,Minor,15.45
M027,12/03/2025,N,Major,2.49
M095,2025-05-04,N,Minor,0.38
M024,2025-01-11,N,,2.46
M098,2025-06-06,N,Major,16.87
M017,2025-02-01,Y,Major,0.74
M093,2025-04-15,Y,,0.42
M063,14/02/2025,N,Major,5.92
M083,07/01/2025,Y,,1.09
M094,2025-01-30,Y,Major,5.57
M054,2025-06-09,N,Minor,9.85
M020,2025-05-30,Y,Major,0.17
M017,2025-04-24,N,,1.09
M052,2025-06-28,N,Major,0.25
M095,10/04/2025,N,Major,2.02
M032,2025-03-27,N,Major,1.41
M073,15/04/2025,N,Major,0.08
M042,2025-05-20,Y,Major,1.22
M091,2025-05-29,N,Major,9.44
M046,14/04/2025,Y,Major,9.12
M083,2025-05-01,Y,Major,3.28
M016,2025-02-06,Y,Major,4.72
M028,2025-06-30,Y,Minor,10.63
M068,2025-03-29,N,Minor,1.22
M097,2025-02-05,Y,Major,1.11
M046,2025-06-05,N,Major,5.23
M001,2025-06-01,N,,6.62
M080,2025-05-28,N,Minor,0.04
M055,2025-01-31,N,Minor,4.15
M035,20/06/2025,Y,Minor,1.62
M067,2025-04-04,N,Minor,2.21
M076,2025-02-06,N,Minor,3.06
M026,2025-01-13,N,Major,0.05
